record_number,name,birth_year,death_year,details,active_date,title,technique,medium
b10922337,"Ames, Ezra",1768,1836,None,,Cyrus King.,miniature,ivory.
b12965200,"Ames, Ezra",1768,1836,None,,Ezra Ames Mulford.,miniature,black and sepia watercolor on paper.
b12965224,"Ames, Ezra",1768,1836,None,,Doctor Eliphalet Nott.,miniature,watercolor on ivory.
b12965236,"Ames, Ezra",1768,1836,None,,Robert R. Livingston.,miniature,None
b12965248,"Ames, Ezra",1768,1836,None,,Henry Emes.,miniature,None
b1296525x,"Ames, Ezra",1768,1836,None,,Self-portrait.,miniature,watercolor on ivory.
b12965261,"Ames, Ezra",1768,1836,None,,Angelo Ames.,miniature,watercolor on ivory.
b12965273,"Ames, Ezra",1768,1836,None,,Self-portrait.,miniature,watercolor on ivory.
b12965285,"Ames, Ezra",1768,1836,None,,Portrait of a Man.,miniature,watercolor on ivory.
b12965297,"Ames, Ezra",1768,1836,None,,Stephen Van Rensselaer.,miniature,watercolor on ivory.
b12965315,"Ames, Ezra",1768,1836,None,,Angelo Ames.,miniature,watercolor on ivory.
b12965327,"Ames, Ezra",1768,1836,None,,Mrs. John Hills (Huldah Mulford).,miniature,watercolor on paper.
b12965339,"Ames, Ezra",1768,1836,None,,Mrs. Ezra Ames (Zipporah Wood).,miniature,watercolor on ivory.
b12725146,"Ames, Ezra",1768,1836,None,,Mrs. Pierre Van Cortlandt II (Catharine Clinton).,miniature,None
b12965340,"Ames, Ezra",1768,1836,None,,Mrs. William James (Marcia Lucretia Ames).,miniature,watercolor on ivory.
b12965352,"Ames, Ezra",1768,1836,None,,Mrs. John Hills (Huldah Mulford).,miniature,watercolor on paper.
b1196599x,"Ames, Ezra",1768,1836,None,,George Rogers.,painting,None
b1296511x,"Ames, Ezra",1768,1836,None,,Portrait of a Boy.,painting,oil on canvas.
b10800803,"Ames, Ezra",1768,1836,None,,Ann Walsh.,painting,oil on canvas.
b11990569,"Ames, Ezra",1768,1836,None,,Frances Mary Thorpe.,painting,oil on canvas.
b12965121,"Ames, Ezra",1768,1836,None,,Portrait Said to Represent Katharine Barber James.,painting,oil on canvas.
b12965133,"Ames, Ezra",1768,1836,None,,Sarah Ann Tompkins (Mrs. Archibald Gordon).,painting,oil on canvas.
b11046983,"Ames, Ezra",1768,1836,None,,Gen. Stephen van Rensselaer.,painting,oil on canvas.
b11023843,"Ames, Ezra",1768,1836,None,,Governor George Clinton.,painting,oil on canvas.
b11023831,"Ames, Ezra",1768,1836,None,,George Washington.,painting,oil on canvas.
b12964219,"Ames, Ezra",1768,1836,None,,Robert Temple.,painting,None
b12715190,"Ames, Ezra",1768,1836,None,,William James.,painting,None
b11195745,"Ames, Ezra",1768,1836,None,,John Kane.,painting,oil on canvas  rebacked.
b10661657,"Ames, Ezra",1768,1836,None,,Simeon De Witt.,painting,oil on canvas.
b12964220,"Ames, Ezra",1768,1836,None,,Judge Matthias Burnett Tallmadge.,painting,oil on canvas.
b10996655,"Ames, Ezra",1768,1836,None,,"Professor Theodore Strong, LL.D.",painting,oil on canvas.
b12964232,"Ames, Ezra",1768,1836,None,,Chancellor Robert R. Livingston.,painting,oil on canvas.
b12964244,"Ames, Ezra",1768,1836,None,,Enos Thompson Throop.,painting,oil on canvas.
b12964256,"Ames, Ezra",1768,1836,None,,Joseph Christopher Yates.,painting,oil on canvas.
b12964268,"Ames, Ezra",1768,1836,None,,DeWitt Clinton.,painting,oil on canvas.
b1296427x,"Ames, Ezra",1768,1836,None,,James Rivington.,painting,oil on canvas.
b12964293,"Ames, Ezra",1768,1836,None,,James Van Slyck Thorn.,painting,oil on canvas.
b10786922,"Ames, Ezra",1768,1836,None,,Timothy Dwight.,painting,oil on canvas.
b1296430x,"Ames, Ezra",1768,1836,None,,Thomas Tulloch.,painting,oil on canvas.
b12964281,"Ames, Ezra",1768,1836,None,,Theodore Dwight.,painting,oil on canvas.
b12964086,"Ames, Ezra",1768,1836,None,,"Rev. John Chester, D.D.",painting,None
b11445440,"Ames, Ezra",1768,1836,None,,George Clinton.,painting,oil on canvas.
b12964098,"Ames, Ezra",1768,1836,None,,Gouverneur Morris.,painting,oil on linen.
b10816240,"Ames, Ezra",1768,1836,None,,Gerrit Yates Lansing.,painting,oil on canvas.
b12964104,"Ames, Ezra",1768,1836,None,,Clarkson Crolius.,painting,oil on canvas.
b12964116,"Ames, Ezra",1768,1836,None,,Philip Van Cortlandt.,painting,oil on canvas.
b12964128,"Ames, Ezra",1768,1836,None,,Governor George Clinton.,painting,oil on canvas.
b12008187,"Ames, Ezra",1768,1836,None,,Portrait of a Man.,painting,oil on canvas.
b10800888,"Ames, Ezra",1768,1836,None,,Ambrose Spencer.,painting,oil on canvas.
b1296413x,"Ames, Ezra",1768,1836,None,,James Whitney Wilkin.,painting,oil on canvas.
b11990508,"Ames, Ezra",1768,1836,None,,Aaron Thorpe.,painting,oil on canvas.
b11896814,"Ames, Ezra",1768,1836,None,,Major Solomon Allen.,painting,oil on canvas.
b10985815,"Ames, Ezra",1768,1836,None,,Philo Ruggles.,painting,oil on canvas.
b10941174,"Ames, Ezra",1768,1836,None,,Elias Mather.,painting,oil on canvas.
b10933591,"Ames, Ezra",1768,1836,None,,Portrait of a Man.,painting,oil on canvas.
b10942300,"Ames, Ezra",1768,1836,None,,Daniel D. Tompkins.,painting,oil on canvas.
b12964153,"Ames, Ezra",1768,1836,None,,John Jay.,painting,oil on canvas.
b12964165,"Ames, Ezra",1768,1836,None,,Chancellor James Kent.,painting,oil on canvas.
b12964177,"Ames, Ezra",1768,1836,None,,Daniel D. Tompkins.,painting,oil on canvas.
b12964189,"Ames, Ezra",1768,1836,None,,Gouverneur Morris.,painting,oil on canvas.
b10906733,"Ames, Ezra",1768,1836,None,,Mahlon Dickerson.,painting,oil on canvas.
b1201560x,"Ames, Ezra",1768,1836,None,,Dr. Charles DeKay Cooper.,painting,oil on canvas.
b12964207,"Ames, Ezra",1768,1836,None,,"Goldsbrow Banyar, Sr.",painting,oil on linen.
b11023132,"Ames, Ezra",1768,1836,None,,Elkanah Watson.,painting,oil on canvas.
b12964311,"Ames, Ezra",1768,1836,None,,Henry Jones.,painting,oil on canvas.
b12964682,"Ames, Ezra",1768,1836,None,,Ambrose Latting Jordan.,painting,oil on panel.
b1296458x,"Ames, Ezra",1768,1836,None,,"Rev.John Chester, D.D.",painting,None
b11023818,"Ames, Ezra",1768,1836,None,,John Keyes Paige.,painting,oil on canvas.
b11023740,"Ames, Ezra",1768,1836,None,,Self-portrait.,painting,oil on canvas.
b11243533,"Ames, Ezra",1768,1836,None,,Leonard Gansevoort (1754-1834).,painting,oil on canvas.
b10995183,"Ames, Ezra",1768,1836,None,,General Solomon Van Rensselaer.,painting,oil on canvas.
b11023107,"Ames, Ezra",1768,1836,None,,Marcus Tullius Reynolds.,painting,oil on canvas.
b11023041,"Ames, Ezra",1768,1836,None,,George Washington.,painting,oil on canvas.
b11022954,"Ames, Ezra",1768,1836,None,,Edmond Charles Genet.,painting,oil on canvas.
b10914961,"Ames, Ezra",1768,1836,None,,Joseph Alexander.,painting,oil on canvas.
b11023569,"Ames, Ezra",1768,1836,None,,Colonel Joseph Brant.,painting,oil on canvas.
b10772030,"Ames, Ezra",1768,1836,None,,De Witt Clinton.,painting,oil on canvas.
b11021147,"Ames, Ezra",1768,1836,None,,Spencer Stafford.,painting,oil on canvas.
b11027393,"Ames, Ezra",1768,1836,None,,Absalom Townsend.,painting,oil on canvas.
b11001033,"Ames, Ezra",1768,1836,None,,Henry Newman.,painting,oil on canvas.
b11965952,"Ames, Ezra",1768,1836,None,,George Tibbits.,painting,oil on canvas.
b1201686x,"Ames, Ezra",1768,1836,None,,Francis Bloodgood.,painting,oil on canvas.
b12019173,"Ames, Ezra",1768,1836,None,,"Leonard Gansevort, Jr.",painting,oil on canvas.
b12964591,"Ames, Ezra",1768,1836,None,,Capt. Daniel Delavan.,painting,oil on canvas.
b12964608,"Ames, Ezra",1768,1836,None,,Myron Holley.,painting,oil on canvas
b12028782,"Ames, Ezra",1768,1836,None,,John Hankinson.,painting,oil on canvas.
b1296461x,"Ames, Ezra",1768,1836,None,,Stephen Van Rensselaer.,painting,oil on canvas
b12004121,"Ames, Ezra",1768,1836,None,,John Tayler.,painting,oil on canvas.
b12004613,"Ames, Ezra",1768,1836,None,,Portrait of a Gentleman.,painting,oil on canvas.
b12964621,"Ames, Ezra",1768,1836,None,,Portrait Said to Represent Jesse Emes.,painting,oil on canvas.
b12964633,"Ames, Ezra",1768,1836,None,,General Henry Livingston.,painting,oil on canvas.
b12068184,"Ames, Ezra",1768,1836,None,,Giles W. Porter.,painting,oil on canvas.
b12725614,"Ames, Ezra",1768,1836,None,,John Scoville.,painting,oil on canvas.
b12964645,"Ames, Ezra",1768,1836,None,,Judge Egbert Benson.,painting,oil on canvas.
b10915278,"Ames, Ezra",1768,1836,None,,Joseph Christopher Yates.,painting,oil on canvas.
b12964657,"Ames, Ezra",1768,1836,None,,Philetus Swift.,painting,oil on canvas.
b1080075x,"Ames, Ezra",1768,1836,None,,Richard Fenimore Cooper.,painting,oil on canvas.
b10928261,"Ames, Ezra",1768,1836,None,,Seth Grosvenor.,painting,oil on canvas.
b12964669,"Ames, Ezra",1768,1836,None,,Portrait Thought to Represent William Annesley.,painting,oil on panel.
b12964670,"Ames, Ezra",1768,1836,None,,Cornelius Egberts.,painting,oil on canvas.
b11015603,"Ames, Ezra",1768,1836,None,,Benjamin Knower.,painting,oil on canvas.
b12008175,"Ames, Ezra",1768,1836,None,,Edward Dorr Griffin.,painting,oil on canvas.
b11989130,"Ames, Ezra",1768,1836,None,,Governor Joseph Christopher Yates.,painting,oil on canvas.
b12016718,"Ames, Ezra",1768,1836,None,,Col. Samuel Jackson.,painting,oil on canvas.
b12964694,"Ames, Ezra",1768,1836,None,,Julius Rubens Ames.,painting,oil on canvas.
b12964700,"Ames, Ezra",1768,1836,None,,"Lieutenant Jonathan Thorn, U.S.N.",painting,oil on canvas.
b12964712,"Ames, Ezra",1768,1836,None,,Gerrit LaGrange.,painting,oil on panel.
b12964724,"Ames, Ezra",1768,1836,None,,Jesse Emes.,painting,oil on canvas.
b12964736,"Ames, Ezra",1768,1836,None,,Robert Hudson.,painting,oil on canvas.
b12017139,"Ames, Ezra",1768,1836,None,,Portrait of a Man.,painting,oil on canvas.
b12964748,"Ames, Ezra",1768,1836,None,,General Root.,painting,oil on canvas.
b1296475x,"Ames, Ezra",1768,1836,None,,Stephen Van Rensselaer.,painting,oil on canvas.
b12964761,"Ames, Ezra",1768,1836,None,,Peter Gansevoort.,painting,oil on canvas.
b10906721,"Ames, Ezra",1768,1836,None,,David Dunham.,painting,oil on panel.
b10995031,"Ames, Ezra",1768,1836,None,,Portrait of a Gentleman.,painting,oil on canvas.
b11989087,"Ames, Ezra",1768,1836,None,,Jonathan Walton.,painting,oil on canvas.
b1101717x,"Ames, Ezra",1768,1836,None,,Gilbert Steward.,painting,oil on canvas.
b12964773,"Ames, Ezra",1768,1836,None,,Leonard Gansevoort.,painting,oil on canvas.
b12101291,"Ames, Ezra",1768,1836,None,,Theodore Sedgwick.,painting,oil on canvas.
b10767046,"Ames, Ezra",1768,1836,None,,William Bayard.,painting,oil on canvas.
b12964785,"Ames, Ezra",1768,1836,None,,Abraham Van Vechten.,painting,oil on canvas.
b12964797,"Ames, Ezra",1768,1836,None,,John Meads.,painting,oil on canvas.
b12964803,"Ames, Ezra",1768,1836,None,,Daniel D. Tompkins.,painting,oil on canvas.
b12964815,"Ames, Ezra",1768,1836,None,,Portrait Thought to Represent Eli Whitney.,painting,None
b12964827,"Ames, Ezra",1768,1836,None,,Gerrit Huybert Van Wagenen.,painting,None
b12964839,"Ames, Ezra",1768,1836,None,,Lieutenant Jonathan Thorn.,painting,oil on canvas.
b12004583,"Ames, Ezra",1768,1836,None,,Portrait of a Gentleman.,painting,oil on canvas.
b1092825x,"Ames, Ezra",1768,1836,None,,Judge Leonard Bronk.,painting,oil on canvas.
b10986947,"Ames, Ezra",1768,1836,None,,William Annesley.,painting,oil on canvas.
b12964840,"Ames, Ezra",1768,1836,None,,Thomas Jefferson.,painting,oil on canvas.
b1162212x,"Ames, Ezra",1768,1836,None,,Portrait Which May Represent Mr. Henry Emes.,painting,oil on wood.
b12017115,"Ames, Ezra",1768,1836,None,,Nathaniel Allen.,painting,oil on canvas.
b12964323,"Ames, Ezra",1768,1836,None,,Self Portrait.,painting,oil on canvas.
b12964335,"Ames, Ezra",1768,1836,None,,Alexander Hamilton.,painting,None
b12964347,"Ames, Ezra",1768,1836,None,,Eliphalet Nott.,painting,oil on canvas.
b10995651,"Ames, Ezra",1768,1836,None,,John Maley.,painting,oil on canvas.
b10995845,"Ames, Ezra",1768,1836,None,,Leonard Gansevoort.,painting,oil on canvas.
b11023661,"Ames, Ezra",1768,1836,None,,Alexander Hamilton.,painting,None
b10800864,"Ames, Ezra",1768,1836,None,,Harmanus Bleecker.,painting,oil on canvas.
b11965939,"Ames, Ezra",1768,1836,None,,Col. Benjamin Tallmadge.,painting,oil on canvas.
b10778834,"Ames, Ezra",1768,1836,None,,David Cady.,painting,oil on canvas.
b12964359,"Ames, Ezra",1768,1836,None,,Benjamin Tallmadge.,painting,oil on canvas.
b12964360,"Ames, Ezra",1768,1836,None,,Lt. Benjamin Tallmadge.,painting,oil on canvas.
b12964372,"Ames, Ezra",1768,1836,None,,Governor George Clinton.,painting,None
b10800797,"Ames, Ezra",1768,1836,None,,Gen. Pierre Van Cortlandt II.,painting,oil on canvas.
b12964384,"Ames, Ezra",1768,1836,None,,Jacob Jennings Brown.,painting,oil on canvas.
b12008126,"Ames, Ezra",1768,1836,None,,George Clinton.,painting,oil.
b1200814x,"Ames, Ezra",1768,1836,None,,Martin Van Buren.,painting,oil.
b12004546,"Ames, Ezra",1768,1836,None,,Portrait of a Gentleman.,painting,oil on canvas.
b12964396,"Ames, Ezra",1768,1836,None,,James Kent.,painting,oil on canvas.
b12964402,"Ames, Ezra",1768,1836,None,,Self Portrait.,painting,oil on canvas.
b12085480,"Ames, Ezra",1768,1836,None,,Harmanus Ten Eyck.,painting,oil on canvas.
b12134557,"Ames, Ezra",1768,1836,None,,John Waters Yates.,painting,oil on panel.
b12056406,"Ames, Ezra",1768,1836,None,,William Cutting.,painting,oil on canvas.
b12016597,"Ames, Ezra",1768,1836,None,,Rev. Andrew Yates.,painting,oil on canvas.
b11965940,"Ames, Ezra",1768,1836,None,,Samuel Stevenson Fowler.,painting,oil on canvas.
b12964426,"Ames, Ezra",1768,1836,None,,Benjamin Tallmadge.,painting,oil on canvas.
b12012129,"Ames, Ezra",1768,1836,None,,George Washington Clinton.,painting,oil on canvas.
b12012142,"Ames, Ezra",1768,1836,None,,Guert Van Schoonhoven.,painting,oil on canvas.
b12964438,"Ames, Ezra",1768,1836,None,,Eleazar Burnham.,painting,oil on canvas.
b11544223,"Ames, Ezra",1768,1836,None,,Dr. Samuel Stringer.,painting,oil on canvas.
b12008096,"Ames, Ezra",1768,1836,None,,"Stephen Van Rensselaer, III.",painting,oil on canvas.
b10800852,"Ames, Ezra",1768,1836,None,,Stephen Van Rensselaer III.,painting,oil on canvas.
b1296444x,"Ames, Ezra",1768,1836,None,,Doctor Samuel Stringer.,painting,None
b12964451,"Ames, Ezra",1768,1836,None,,Stephen Van Rensselaer.,painting,oil on panel.
b12723964,"Ames, Ezra",1768,1836,None,,Daniel D. Tompkins.,painting,oil on canvas.
b10800840,"Ames, Ezra",1768,1836,None,,Rev. Dr. Hooper Cumming.,painting,oil on canvas.
b1090671x,"Ames, Ezra",1768,1836,None,,Leonard Bleecker.,painting,oil on canvas.
b12964463,"Ames, Ezra",1768,1836,None,,Ezekiel Mulford.,painting,oil on canvas.
b12964475,"Ames, Ezra",1768,1836,None,,Thomas Hillhouse.,painting,oil on canvas.
b12964487,"Ames, Ezra",1768,1836,None,,Elihu Phinney.,painting,oil on canvas.
b12964499,"Ames, Ezra",1768,1836,None,,Governor George Clinton.,painting,oil on canvas.
b12964505,"Ames, Ezra",1768,1836,None,,Henry Isaac Bogart.,painting,None
b10996643,"Ames, Ezra",1768,1836,None,,General Stephen Van Rensselaer.,painting,oil on canvas.
b12964517,"Ames, Ezra",1768,1836,None,,Harmanus Ten Eyck.,painting,oil on canvas.
b12964529,"Ames, Ezra",1768,1836,None,,The Reverend John Henry Livingston.,painting,oil on canvas.
b12964530,"Ames, Ezra",1768,1836,None,,The Reverend John Henry Livingston.,painting,None
b12964542,"Ames, Ezra",1768,1836,None,,Dr. William Tully.,painting,oil on canvas.
b12964554,"Ames, Ezra",1768,1836,None,,Phares Gould.,painting,oil on canvas.
b12964566,"Ames, Ezra",1768,1836,None,,Ebenezer Smith.,painting,oil on canvas.
b12964578,"Ames, Ezra",1768,1836,None,,Dr. George W. Mancius.,painting,None
b11014064,"Ames, Ezra",1768,1836,None,,James Madison.,painting,oil on canvas.
b11622246,"Ames, Ezra",1768,1836,None,,General Thomas Humphrey Cushing.,painting,oil on canvas.
b11622908,"Ames, Ezra",1768,1836,None,,Self-Portrait.,painting,oil on canvas.
b12004777,"Ames, Ezra",1768,1836,None,,Lady in Red Shawl.,painting,oil on canvas.
b12964918,"Ames, Ezra",1768,1836,None,,Mrs. Allan Melville (Maria Gansevoort).,painting,oil on panel.
b1296492x,"Ames, Ezra",1768,1836,None,,Mrs. William James (Marcia Lucretia Ames).,painting,oil on canvas.
b11607099,"Ames, Ezra",1768,1836,None,,Mrs. James King (Ellen James).,painting,oil on canvas.
b11023065,"Ames, Ezra",1768,1836,None,,Mrs. Samuel Voorhees (Betsey Reynolds).,painting,oil on canvas.
b11023077,"Ames, Ezra",1768,1836,None,,Mrs. Alexander C. Gibson (Marcia Phebe Reynolds).,painting,oil on canvas.
b11023466,"Ames, Ezra",1768,1836,None,,Maria Van Schaick (Mrs. Gerrit B. Peebles).,painting,oil on canvas.
b12964931,"Ames, Ezra",1768,1836,None,,Mrs. Jacob Jennings Brown (Pamela Williams).,painting,None
b10941289,"Ames, Ezra",1768,1836,None,,Mrs. Philo Ruggles (Ellen Bulkley).,painting,oil on canvas.
b12964943,"Ames, Ezra",1768,1836,None,,Mrs. Henry Sutliff (Betsy Mulford).,painting,oil on canvas.
b12964955,"Ames, Ezra",1768,1836,None,,Mrs. Robert Hudson.,painting,oil on panel.
b12964967,"Ames, Ezra",1768,1836,None,,Mrs. Samuel Voorhees (Betsey Reynolds).,painting,oil on canvas.
b12964979,"Ames, Ezra",1768,1836,None,,Mrs. Ebenezer Smith (Violetta Morgan).,painting,oil on canvas.
b12964980,"Ames, Ezra",1768,1836,None,,Mrs. Ambrose Spencer (Catherine Clinton).,painting,None
b11919097,"Ames, Ezra",1768,1836,None,,Mrs. William James (Catherine Barber).,painting,oil on canvas.
b12964852,"Ames, Ezra",1768,1836,None,,Portrait Thought to Represent Mrs. William Annesley (Margaret La Casse).,painting,oil on panel.
b11017089,"Ames, Ezra",1768,1836,None,,Mrs. Gilbert Steward (Miss Smith).,painting,oil on canvas.
b12964864,"Ames, Ezra",1768,1836,None,,Mrs. John Meads (Louisa Crane).,painting,oil on canvas.
b12964876,"Ames, Ezra",1768,1836,None,,Mrs. George W. Mancius.,painting,None
b12964888,"Ames, Ezra",1768,1836,None,,Mrs. Daniel D. Tompkins (Hannah Minthorne).,painting,oil on canvas.
b1296489x,"Ames, Ezra",1768,1836,None,,Mrs. Ambrose Spencer (Mary Clinton).,painting,oil on canvas.
b12964906,"Ames, Ezra",1768,1836,None,,Mrs. John Townsend (Abby Spencer).,painting,None
b10800785,"Ames, Ezra",1768,1836,None,,Mrs. Pierre Van Cortlandt II (Anne Stevenson).,painting,oil on canvas.
b1099564x,"Ames, Ezra",1768,1836,None,,Mrs. John Maley (Catharine Tremper).,painting,oil on canvas.
b11020519,"Ames, Ezra",1768,1836,None,,Mrs. Pierre Van Cortlandt II (Catharine Clinton).,painting,oil on canvas.
